2,17,9,1,2
2,162,12,0,2
1,77,2,0,1
2,29,28,1,2
2,80,6,0,1
3,7,18,1,2
2,131,3,0,2
2,122,21,1,3
2,54,7,1,2
2,224,11,0,2
2,48,5,0,1
3,7,17,0,3
3,203,17,0,3
2,65,1,0,1
2,22,5,0,2
3,99,8,0,1
1,128,10,1,1
3,214,10,1,3
3,249,3,0,2
1,38,17,1,3
3,40,9,1,3
1,56,5,1,1
2,192,21,1,3
2,148,6,0,2
2,2,2,1,3
2,15,22,1,3
3,69,10,1,2
1,10,30,1,1
1,29,24,0,1
2,28,2,1,2
1,146,24,1,3
2,70,17,1,2
1,55,24,0,1
2,60,4,0,2
1,276,3,1,1
3,168,18,0,3
1,288,2,0,2
3,248,9,0,2
1,257,16,0,2
1,97,2,0,1
1,89,14,1,3
1,176,24,0,2
3,10,4,0,1
2,137,6,0,2
3,108,6,1,3
1,71,7,0,1
1,77,24,0,2
1,58,20,0,1
1,182,3,1,1
3,217,12,0,3
1,73,10,0,2
2,200,6,0,2
2,79,7,0,2
3,294,6,0,2
1,15,6,1,1
3,79,10,1,2
1,273,6,1,1
1,19,9,0,1
2,60,21,1,3
1,27,11,0,1
2,146,6,1,3
1,231,5,1,1
2,17,2,0,1
1,4,17,1,1
1,286,9,1,1
1,79,7,1,1
2,20,2,1,2
2,145,30,0,2
1,91,16,1,1
3,7,28,1,2
2,89,7,0,1
2,9,4,0,2
2,99,5,1,3
1,4,5,0,1
2,28,8,0,1
2,11,25,1,2
1,275,17,0,2
3,1,3,1,2
2,105,14,0,2
1,94,8,1,1
3,13,16,0,3
3,81,26,1,3
2,222,2,0,2
2,5,4,0,2
1,53,15,0,1
2,76,5,0,2
1,73,6,0,1
2,175,10,1,3
1,264,24,0,2
1,61,6,0,1
2,130,21,0,2
1,81,15,0,1
1,240,26,1,3
2,298,15,0,2
3,20,11,0,3
1,51,29,1,1
3,75,7,0,1
2,290,6,0,2
3,42,29,1,2
3,18,6,1,2
3,19,7,0,1
2,172,9,0,2
3,37,1,0,1
2,11,18,0,1
1,17,23,1,1
3,98,4,1,2
3,98,24,1,2
2,43,3,1,2
3,23,6,1,2
3,29,15,1,3
1,116,25,0,2
1,70,7,0,1
2,177,10,0,2
3,46,29,0,3
3,133,27,0,3
3,25,23,1,2
2,62,4,0,1
2,95,7,1,2
3,51,8,1,2
1,45,7,0,1
3,51,22,1,2
3,89,9,0,1
2,152,7,0,2
3,57,23,0,1
2,85,16,0,2
2,23,22,1,2
3,65,6,0,2
1,175,9,1,1
1,283,21,0,2
1,27,16,0,2
2,238,27,0,2
1,78,21,0,1
2,52,8,1,2
2,14,15,0,1
1,230,14,1,3
3,238,26,1,3
2,10,8,1,2
3,189,18,1,3
3,45,20,0,1
2,20,10,1,2
1,28,12,0,1
1,161,29,1,3
2,199,17,0,2
2,25,15,0,2
2,19,29,1,2
1,54,3,1,1
1,157,2,1,1
3,99,7,1,3
3,184,12,0,3
2,24,23,0,2
2,124,17,1,3
3,26,9,0,1
3,248,3,1,3
1,22,3,0,1
3,119,16,1,3
2,70,1,0,1
1,171,26,0,2
2,55,2,1,2
2,96,29,1,2
3,103,4,1,3
1,65,22,0,1
1,14,22,0,2
1,65,5,1,1
2,258,28,1,3
2,232,21,1,3
3,81,22,0,1
2,93,12,0,2
1,127,6,1,1
1,28,20,0,1
3,22,8,1,3
2,2,24,0,1
3,83,7,1,3
2,68,9,0,1
2,20,29,0,1
2,175,25,1,3
2,201,11,1,3
2,165,26,0,2
2,77,13,0,2
1,40,6,0,1
2,151,2,1,3
3,7,18,0,1
3,5,25,1,2
2,116,2,0,2
1,159,2,1,1
2,16,23,1,3
2,90,11,1,2
2,3,9,0,1
3,20,9,0,1
3,102,29,0,3
3,25,1,0,2
2,90,2,1,2
3,131,26,1,3
2,55,10,0,1
1,56,6,1,1
2,20,29,0,1
1,239,10,0,2
1,66,5,1,1
1,46,4,0,1
3,54,19,0,1
1,64,10,1,1
3,100,7,1,3
1,53,5,0,1
2,62,25,0,1
2,24,9,1,2
2,21,8,0,1
3,76,3,0,1
3,177,11,1,3
2,192,21,0,2
3,72,27,0,1
1,100,2,0,1
2,43,6,0,1
1,150,6,0,2
3,195,29,1,3
1,76,26,1,1
2,296,24,1,3
1,32,6,0,1
3,260,6,1,3
1,177,19,0,2
2,58,1,1,2
1,31,9,0,2
2,267,22,1,3
1,78,8,0,1
1,75,23,1,1
1,38,13,1,1
3,37,8,0,2
3,73,30,1,2
3,132,22,0,3
1,71,25,1,3
3,227,1,0,2
2,99,25,1,3
2,35,28,0,2
3,293,2,0,2
1,78,28,1,1
3,13,19,1,2
1,99,25,1,1
3,263,8,0,2
2,81,2,1,2
1,210,4,0,2
1,52,23,1,1
2,165,2,1,3
1,94,5,0,1
3,2,24,0,1
1,27,22,1,1
1,210,16,1,3
2,74,27,0,2
1,70,5,0,1
3,290,6,0,2
2,198,5,1,3
1,37,6,0,1
3,33,30,1,3
1,45,22,0,1
2,48,7,1,3
3,11,26,0,1
1,166,29,0,2
3,23,7,0,2
1,236,2,0,2
1,55,9,0,1
3,73,20,0,1
3,85,8,0,1
1,200,9,1,1
1,222,22,1,3
1,77,30,0,1
1,93,7,0,1
3,63,3,1,3
1,68,7,1,1
3,58,2,1,3
1,85,8,1,1
3,298,28,0,3
2,17,2,1,2
1,8,1,0,1
2,24,5,0,1
2,85,5,0,1
1,3,12,1,3
3,40,23,1,2
1,54,23,0,1
2,44,10,0,1
2,240,8,1,3
3,255,21,0,3
1,274,23,0,2

3,279,26,0,3
3,29,6,0,2
1,32,9,0,2
3,70,27,0,1
2,193,10,0,2
1,97,9,1,1
2,73,16,0,1
2,262,12,1,3
1,44,4,1,1
2,50,20,0,1
1,235,2,1,1
2,261,15,0,2
3,300,9,1,3
2,157,29,1,3
3,260,16,0,3
1,39,10,0,1
3,89,8,1,3
3,17,10,0,1
2,235,17,1,3
2,3,6,0,1
2,2,23,1,2
1,260,5,0,2
2,179,27,1,3
1,39,7,0,1
1,13,7,0,2
1,245,24,1,3
2,59,8,0,1
3,229,23,0,3
3,239,8,0,2
2,4,9,1,3
2,204,10,0,2
2,246,26,1,3
2,175,6,1,3
2,298,1,0,2
1,241,8,1,1
1,49,28,1,3
2,96,16,0,1
1,58,8,1,1
1,4,26,0,1
1,204,1,1,1
2,58,27,1,2
2,168,16,0,2
2,202,17,1,3
1,69,1,1,1
1,173,29,0,2
3,86,22,0,1
2,40,8,1,3
1,98,29,1,1
3,43,13,1,2
2,297,1,1,3
3,297,16,1,3
1,16,21,0,1
3,19,17,0,1
2,212,13,0,2
3,58,21,1,2
1,69,23,0,1
2,242,9,1,3
3,169,5,0,2
3,229,7,0,2
2,57,9,0,1
2,90,23,0,1
3,245,27,0,3
1,29,2,0,1
1,254,6,0,2
1,108,9,0,2
3,54,1,0,1
2,136,6,0,2
2,176,14,1,3
1,285,1,0,2
3,200,11,0,3
2,65,10,0,1
3,16,1,1,2
1,53,3,1,1
3,57,10,1,2
2,50,22,1,3
2,91,3,1,2
3,43,28,0,1
3,83,7,0,1
2,22,8,0,1
3,259,10,0,2
3,24,20,0,1
1,50,16,0,1
2,157,17,1,3
2,97,27,0,1
3,228,14,1,3
1,48,18,1,1
2,58,2,1,2
3,150,15,1,3
1,109,16,0,2
1,44,27,0,1
3,7,14,0,1
3,259,5,0,2
1,256,5,0,2
2,20,1,0,2
2,54,9,0,1
1,97,9,1,1
2,58,13,1,2
1,299,4,1,1
3,120,26,1,3
2,62,8,1,2
1,107,2,0,2
2,115,5,0,2
1,191,7,1,1
1,229,7,0,2
1,75,6,0,2
3,20,4,0,1
1,93,10,1,1
2,79,5,0,1
3,80,21,0,1
3,152,4,1,3
3,7,5,1,3
2,26,26,0,1
2,12,16,0,2
3,132,5,0,2
3,12,3,0,1
1,43,26,1,1
3,271,4,0,2
1,278,2,1,1
1,79,19,0,1
2,76,30,1,2
1,72,30,0,1
1,21,15,1,1
2,99,25,0,2
3,291,21,1,3
1,259,21,0,2
2,35,9,1,2
1,169,15,0,2
2,5,17,1,3
2,55,5,0,1
2,96,3,1,2
2,272,4,1,3
1,21,8,1,1
3,12,19,0,1
1,32,29,1,3
1,181,27,1,3
2,204,1,1,3
2,96,26,1,2
1,15,6,0,1
3,101,2,1,3
2,80,6,0,1
1,4,13,1,1
1,159,11,1,3
2,62,8,1,2
1,48,9,0,2
3,10,5,0,2
1,55,18,1,1
1,41,15,1,1
3,76,5,1,3
1,179,8,1,1
1,44,1,0,2
1,290,7,0,2
1,22,5,1,1
3,3,9,1,2
2,113,4,1,3
3,282,17,0,3
1,158,24,1,3
1,63,7,0,1
1,16,14,0,2
1,264,15,0,2
1,75,20,1,1
3,20,10,1,3
3,60,15,1,2
1,76,3,0,1
2,115,9,0,2
1,87,3,0,2
2,34,17,0,2
2,61,2,0,2
1,90,11,1,1
2,19,4,0,2
3,291,5,1,3
1,88,10,1,1
3,96,17,0,1
2,82,8,0,1
1,53,2,0,2
2,45,9,0,1
3,92,21,0,1
2,68,10,0,1
3,28,10,1,2
1,11,10,0,1
2,69,20,0,1
3,48,9,0,2
1,63,27,0,1
3,12,11,1,2
3,9,8,0,1
2,25,21,1,2
2,178,25,1,3
1,128,15,1,3
3,35,22,1,3
2,39,7,0,1
2,24,5,1,3
3,96,15,1,2
2,61,5,1,2
1,12,30,1,1
1,209,28,1,3
2,276,2,0,2
1,180,27,1,3
3,13,2,1,2
2,186,12,0,2
2,63,4,0,1
1,198,3,0,2
3,58,8,1,2
1,268,12,1,3
3,92,18,0,1
1,254,15,0,2
2,76,9,1,2
3,166,23,0,3
3,77,18,1,3
2,152,29,0,2
3,5,18,0,3
1,23,3,0,1
3,250,11,1,3
2,143,29,1,3
1,289,7,1,1
2,60,7,1,2
2,257,24,0,2
2,11,19,1,2
3,264,27,0,3
2,38,8,1,3
2,65,11,1,2
3,46,14,1,2
2,248,11,1,3
3,66,5,0,2
2,42,4,1,2
1,175,6,0,2
3,147,1,1,3
3,93,25,1,2
3,228,12,0,3
1,72,12,1,3
3,121,2,1,3
1,78,25,1,1
3,54,21,0,3
2,40,10,1,2
1,30,10,1,1
2,138,25,1,3
1,135,26,1,3
1,98,16,0,1
2,94,27,1,3
3,20,14,0,3
3,100,10,0,1
2,53,8,0,1
3,50,7,1,2
3,90,8,0,1
2,21,29,0,1
1,47,20,1,1
2,42,6,1,3
3,8,6,1,2
1,107,25,0,2
2,182,19,1,3
2,19,1,1,2
1,289,1,0,2
3,300,24,0,3
2,35,30,0,1
2,60,13,1,2
3,83,7,0,1
2,26,15,0,2
2,25,3,0,1
3,51,29,0,1
1,70,10,1,1
3,60,20,1,2
2,215,3,1,3
2,212,24,0,2
2,16,16,0,1
1,262,10,1,1
2,16,4,0,2
2,53,24,0,1
3,63,1,1,2
3,141,3,0,2
1,96,10,1,1
2,74,8,0,1
2,73,15,0,1
3,6,13,1,2
3,191,24,0,3
2,75,14,0,2
1,24,6,1,1
1,81,10,1,1
1,100,28,1,1
1,7,28,0,1
1,112,7,0,2
3,69,3,0,1
3,250,20,0,3
3,208,25,1,3
1,10,7,0,1
3,63,3,0,1
3,92,13,0,1
2,98,5,1,2
2,89,11,1,2
3,168,6,1,3
3,14,14,1,3
1,23,2,1,1
2,229,5,1,3
2,51,18,0,1
2,79,20,0,1
2,77,4,0,1
3,63,20,1,2
1,94,5,1,1
3,117,8,1,3
1,56,6,1,1
2,197,6,0,2
3,214,30,0,3
3,199,27,1,3
1,62,18,0,1
2,52,4,1,3
3,150,8,0,2
1,77,8,0,1
2,32,8,1,2
2,99,9,0,2
3,27,3,0,2
2,113,7,0,2
2,2,5,0,1
3,38,17,0,1
3,11,13,1,3
3,38,28,0,1
2,154,6,0,2
3,15,7,0,1
3,41,20,0,1
3,93,5,0,1
3,262,5,0,2
1,1,20,0,1
2,142,7,0,2
1,98,22,0,1
1,31,16,1,1
3,57,20,0,3
3,57,22,1,3
2,256,2,0,2
1,43,8,0,2
2,18,1,1,2
3,100,6,1,2
2,37,18,1,2
2,290,16,1,3
2,41,21,0,1
1,60,11,1,3
3,132,2,0,2
3,292,4,1,3
3,74,10,0,2
2,95,17,0,1
3,171,17,1,3
3,175,7,1,3
3,72,5,0,1
1,23,29,0,1
2,100,2,0,1
3,286,21,0,3
3,12,6,1,2
2,18,20,1,2
1,14,5,1,1
1,27,9,1,1
1,99,9,1,1
2,298,11,0,2
2,44,6,0,1
3,23,16,0,1
3,8,5,0,2
1,116,26,1,3
2,119,27,1,3
3,40,12,0,1
1,23,15,1,1
3,77,2,0,1
2,37,16,1,2
1,80,24,1,3
3,119,18,1,3
1,7,1,0,1
2,69,23,1,2
2,114,9,1,3
2,278,27,0,2
2,88,24,0,1
3,69,8,1,3
2,68,8,1,2
3,67,3,0,1
2,298,17,0,2
2,4,4,0,1
1,237,3,1,1
2,38,10,0,1
2,47,6,1,2
2,27,22,1,2
1,118,17,1,3
3,37,3,0,1
3,45,18,0,3
1,58,29,1,3
2,93,23,0,1
2,72,4,1,2
1,279,10,0,2
3,76,5,0,1
3,25,27,0,1
3,90,17,1,2
1,49,2,0,1
2,26,13,0,1
3,68,30,0,3
2,187,6,0,2
2,210,25,1,3
3,124,4,0,2
1,67,30,1,3
1,279,22,1,3
1,88,1,1,1
2,217,11,1,3
3,70,4,0,1
1,74,2,1,1
2,238,8,0,2
3,270,6,0,2
2,5,12,0,1
2,92,10,1,2
1,77,6,1,1
3,196,27,1,3
3,66,1,1,2
1,179,2,0,2
3,252,1,0,2
1,29,5,1,1
1,217,28,0,2
1,10,13,0,1
2,4,12,1,2
3,98,20,0,1
2,265,20,0,2
2,43,7,0,1
1,1,7,1,1
3,242,5,0,2
2,71,6,1,2
1,140,26,1,3
2,73,1,1,2
1,101,9,0,2
2,51,28,0,1
3,52,3,0,1
3,60,27,0,1
2,295,27,1,3
3,92,10,0,2
1,202,8,0,2
2,24,9,1,2
2,92,5,1,3
2,80,4,0,1
3,174,13,0,3
1,41,4,0,1
3,240,15,0,3
3,23,25,1,2
2,29,20,1,2
3,152,11,0,3
2,68,4,1,3
3,61,6,1,3
3,55,5,1,2
3,50,20,0,1
3,214,18,1,3
1,259,16,0,2
2,110,30,1,3
1,205,9,1,1
1,6,14,0,1
2,60,7,1,2
2,209,25,0,2
2,7,9,0,1
2,129,5,0,2
1,100,9,1,1
2,81,1,1,2
2,32,15,1,2
3,154,11,1,3
3,81,20,0,1
1,27,22,0,1
1,61,6,0,1
2,113,27,1,3
2,56,7,0,1
2,122,27,0,2
2,115,10,1,3
2,262,7,0,2
2,75,16,1,2
3,5,24,1,3
3,39,2,1,3
1,33,3,1,1
1,56,6,0,1
2,28,10,0,1
1,163,26,0,2
1,116,26,0,2
1,61,19,1,3
2,52,24,0,2
2,280,18,0,2
2,18,9,1,3
3,258,14,1,3
3,65,25,1,2
2,53,8,1,2
2,34,7,0,1
3,56,6,0,1
3,228,10,0,2
1,5,30,0,1
1,42,17,1,3
1,94,7,0,2
2,16,18,0,1
2,219,10,1,3
3,89,6,0,1
1,69,1,1,1
2,193,25,1,3
3,131,1,1,3
1,63,5,0,1
1,229,14,1,3
3,161,8,1,3
2,298,8,0,2
3,194,25,0,3
3,268,12,0,3
2,8,19,1,3
3,39,15,0,1
3,81,8,0,1
1,278,15,0,2
3,86,9,1,2
2,235,11,0,2
2,84,5,0,2
1,83,9,1,1
3,156,6,0,2
1,29,6,0,2
1,47,9,1,1
2,256,5,1,3
2,8,19,1,3
3,24,14,1,2
1,84,16,1,3
3,104,26,1,3
3,151,14,0,3
3,46,10,0,2
1,89,13,1,1
3,134,17,1,3
1,61,7,1,1
3,95,3,1,2
3,60,29,1,2
1,20,7,1,1
3,111,21,0,3
2,34,24,0,1
2,275,25,0,2
1,244,11,0,2
3,277,8,1,3
1,92,4,0,1
2,69,5,1,2
3,66,8,0,1
1,151,14,0,2
2,80,28,0,2
1,237,17,1,3
2,10,1,1,2
1,284,21,0,2
1,98,15,1,1
1,247,18,0,2
2,86,30,1,3
2,226,3,1,3
1,51,3,0,1
2,81,22,0,1
1,92,26,1,1
2,80,7,1,2
3,233,8,1,3
3,45,25,0,3
1,1,1,1,1
3,25,15,0,1
2,85,11,1,2
1,142,7,0,2
1,39,27,1,1
1,198,12,0,2
1,248,20,1,3
3,18,19,0,1
3,122,2,0,2
3,220,21,0,3
1,9,5,0,1
2,22,9,1,3
3,21,3,1,3
2,73,12,0,1
3,89,6,1,2
3,82,2,0,2
2,75,30,1,3
3,106,10,1,3
2,95,5,0,1
3,12,28,0,1
1,97,10,1,1
1,69,24,0,1
3,16,16,0,3
3,184,8,0,2
3,5,7,0,1
1,40,1,1,1
3,79,25,0,1
3,172,7,0,2
1,229,4,1,1
3,132,12,1,3
3,55,8,0,2
2,299,30,0,2
1,207,12,1,3
2,63,6,1,3
3,119,30,1,3
3,86,15,1,2
3,265,8,1,3
3,19,7,1,3
2,52,30,0,2
1,20,17,0,1
2,68,7,1,2
3,16,1,0,1
1,286,3,1,1
2,10,9,1,2
3,260,6,1,3
2,80,13,0,1
2,4,12,0,2
2,100,8,0,1
2,15,11,1,2
2,238,15,0,2
2,241,17,1,3
1,88,5,1,1
2,55,9,1,2
2,56,1,0,1
3,54,24,0,1
3,8,3,0,1
1,71,25,1,3
2,223,13,1,3
2,80,10,0,1
3,63,14,1,2
3,67,7,0,2
3,96,24,1,2
1,163,7,0,2
1,51,27,0,1
2,149,9,0,2
1,99,16,1,1
3,188,8,1,3
1,82,13,1,3
3,277,3,1,3
2,1,24,0,2
1,40,7,1,1
3,41,17,0,3
1,21,24,0,1
3,5,6,1,3
1,97,23,0,1
2,44,7,1,2
3,89,16,1,2
2,159,10,0,2
3,258,8,0,2
1,51,29,0,1
3,97,4,0,1
3,22,12,0,1
3,45,26,1,2
3,81,27,0,1
3,106,3,1,3
3,114,16,1,3
2,244,13,0,2
3,13,20,0,3
2,63,23,0,1
1,97,21,1,1
2,74,8,0,2
3,71,1,0,2
3,62,6,0,1
2,88,7,0,1
3,102,27,0,3
2,94,1,0,1
2,82,2,1,2
1,24,4,1,1
1,83,9,1,1
3,37,19,0,1
3,7,20,1,3
1,18,3,0,2
2,62,15,1,2
2,86,6,1,2
2,187,5,0,2
1,62,4,1,1
3,3,22,1,3
3,39,5,1,2
1,270,19,1,3
1,87,18,0,2
2,40,8,1,3
1,3,20,1,1
3,52,23,1,2
2,55,19,1,2
1,30,27,0,1
3,92,13,0,3
1,53,13,1,1
2,48,17,1,2
2,43,16,1,2
3,255,9,1,3
1,176,25,1,3
2,155,1,0,2
1,15,8,0,1
3,299,6,1,3
1,67,9,1,1
1,119,18,1,3
3,88,18,1,2
3,86,8,0,1
1,62,10,0,2
1,238,6,0,2
3,26,6,1,2
1,3,9,0,1
3,186,6,1,3
2,26,9,0,2
2,84,6,0,1
3,94,9,0,1
3,46,29,0,1
2,10,28,0,1
3,59,30,0,3
3,158,7,0,2
1,61,2,1,1
1,19,13,1,1
1,64,11,0,1
1,199,6,1,1
3,36,3,0,1
1,190,3,0,2
2,34,8,1,2
2,267,1,0,2
1,178,17,1,3
3,91,3,0,2
1,48,19,1,1
2,296,6,1,3
2,40,7,1,2
2,19,22,0,1
1,104,3,0,2
3,15,7,1,2
3,12,17,0,3
2,14,23,1,3
1,238,18,1,3
1,299,1,0,2
3,152,7,0,2
3,278,4,0,2
3,8,7,0,1
1,156,9,0,2
1,155,18,0,2
3,75,11,0,3
3,229,1,0,2
1,144,18,0,2
2,52,21,0,1
2,85,9,1,2
2,175,5,1,3
3,35,8,1,3
1,72,12,1,1
3,109,9,1,3
2,243,6,1,3
2,253,4,1,3
1,58,14,0,1
3,227,10,0,2
2,4,19,0,1
2,183,24,0,2
2,138,11,0,2
3,273,6,1,3
1,30,6,0,2
2,280,15,1,3
2,255,4,0,2
2,275,4,0,2
3,40,21,1,2
3,151,7,0,2
3,187,6,1,3
2,143,22,0,2
2,39,3,1,2
3,70,22,1,2
3,98,30,1,2
1,4,8,0,1
1,36,23,0,1
3,98,24,1,2
3,38,30,0,3
1,33,18,1,1
1,250,3,1,1
3,95,13,0,1
3,104,22,1,3
2,112,2,0,2
2,223,22,0,2
3,147,27,0,3
3,24,8,1,3
3,49,14,1,2
3,44,3,0,1
3,168,23,0,3
2,59,21,1,2
3,61,2,1,2
3,98,7,1,2
1,20,1,0,1
3,190,5,1,3
3,31,26,1,3
3,33,25,1,2
1,82,3,0,1
2,65,2,1,2
2,77,17,0,1
3,191,17,1,3
2,73,30,0,1
1,180,30,0,2
2,11,13,1,2
1,261,13,0,2
2,5,14,0,1
1,34,1,1,1
2,34,6,1,2
2,13,12,0,1
2,75,9,1,3
1,106,17,1,3
3,91,16,0,3
3,208,8,0,2
2,97,7,1,3
2,94,30,1,3
3,99,23,1,3
1,86,10,0,2
2,179,20,0,2
2,108,25,1,3
1,198,22,0,2
1,145,15,1,3
2,28,3,0,1
2,191,8,0,2
1,219,23,1,3
3,80,6,0,1
1,71,8,1,1
2,58,4,1,2
2,19,23,1,2
3,78,10,0,2
1,295,8,0,2
3,19,16,0,1
1,271,5,0,2
2,93,27,0,1
2,84,2,1,2
3,265,22,0,3
2,104,1,1,3
3,254,7,1,3
2,120,5,0,2
1,238,2,1,1
3,221,30,0,3
3,281,1,1,3
2,281,2,1,3
2,32,19,1,2
3,6,16,0,1
3,91,26,0,1
3,268,21,0,3
3,84,4,0,1
2,87,21,1,2
3,10,13,0,1
3,71,1,0,1
3,82,13,1,2
1,74,22,1,1
3,56,29,0,1
3,264,18,1,3
1,254,19,0,2
2,215,8,1,3
2,52,18,1,3
2,269,2,1,3
1,42,24,1,1
2,98,5,0,1
1,93,7,0,1
1,84,29,0,1
2,162,25,0,2
2,21,15,1,2
2,199,4,0,2
2,44,5,1,2
2,74,23,1,2
3,58,11,0,1
1,186,1,1,1
3,268,18,0,3
3,9,14,0,1
1,187,27,1,3
3,50,12,0,1
3,56,3,0,1
3,224,4,0,2
1,49,30,1,3
1,28,6,0,1
3,157,18,1,3
2,234,25,0,2
2,179,10,1,3
3,12,27,0,1
3,2,22,0,3
1,61,3,1,1
2,52,19,0,1
1,17,5,1,1
3,82,29,0,3
2,32,15,1,2
3,8,1,0,2
2,189,22,1,3
3,59,16,1,2
2,83,5,0,1
2,52,2,0,1
2,67,15,0,1
1,164,13,0,2
2,6,9,1,2
2,4,9,0,1
2,255,10,1,3
3,33,19,1,2
3,93,8,1,3
1,106,6,0,2
1,37,22,1,1
2,111,13,0,2
1,297,21,1,3
1,150,5,1,1
1,276,8,1,1
2,56,9,1,2
1,221,2,1,1
2,72,2,0,1
1,250,10,1,1
3,81,10,1,2
2,66,6,0,1
2,63,2,1,2
2,277,11,1,3
3,72,9,1,2
3,104,22,1,3
2,265,6,0,2
2,147,3,1,3
2,10,8,1,2
1,11,25,0,1
1,92,19,1,3
2,145,22,0,2
1,115,14,0,2
2,6,9,0,1
3,32,12,1,2
2,247,28,0,2
2,82,14,1,2
3,149,18,1,3
2,59,9,0,1
1,3,20,0,1
1,146,6,1,1
3,149,9,1,3
1,235,19,0,2
1,75,1,0,1
1,54,9,0,1
2,194,24,1,3
3,59,25,0,1
1,27,17,0,2
1,6,13,1,1
2,15,14,0,1
2,104,18,0,2
2,231,8,1,3
2,192,16,0,2
1,54,8,1,1
3,89,30,1,2
3,10,12,1,2
1,40,6,0,1
3,92,8,0,1
2,196,16,0,2
2,228,26,1,3
3,47,27,0,1
2,76,12,0,1
3,27,10,0,2
2,79,5,0,1
3,72,30,1,2
1,104,4,1,1
2,194,22,1,3
3,271,14,0,3
1,3,18,0,1
2,178,12,1,3
1,39,15,1,1
1,10,27,0,1
3,150,5,0,2
2,28,27,0,1
1,126,11,0,2
1,99,3,0,1
2,271,7,1,3
1,38,29,1,1
3,13,8,0,1
3,15,28,1,2
1,31,11,0,2
1,6,30,0,1
3,163,9,1,3
1,107,10,0,2
2,47,14,0,2
2,172,5,0,2
3,10,3,0,1
1,194,2,0,2
1,77,9,0,1
3,44,8,0,1
3,20,6,1,2
2,182,2,0,2
2,104,3,1,3
1,62,21,0,1
1,38,23,0,2
3,280,24,1,3
1,18,13,1,1
1,21,13,0,1
1,153,3,1,1
1,96,10,1,1
1,172,18,0,2
1,6,5,1,1
1,51,1,1,1
3,42,3,0,2
2,203,3,1,3
3,35,9,0,2
2,19,3,0,1
1,94,25,1,3
1,124,28,1,3
2,41,4,1,3
3,52,9,1,2
3,40,5,0,1
3,71,21,1,2
3,30,27,0,1
1,71,3,1,1
2,122,14,0,2
2,203,16,0,2
3,254,14,0,3
2,50,5,1,2
1,27,17,0,2
3,27,30,1,2
3,71,21,1,2
1,217,11,0,2
2,90,5,0,1
1,14,2,0,1
3,250,9,1,3
3,240,9,0,2
3,74,28,1,2
3,59,8,0,1
3,58,30,0,1
2,94,7,0,1
1,228,29,0,2
2,221,1,0,2
1,47,19,1,3
2,160,18,0,2
2,81,27,1,2
2,87,2,0,2
